Pharmacy-Name,Phone,Credential,Location,Address,City,State,Zip,CredentialId
RITE AID #10373,(860) 342-2121,PCY.0001648,"227 MAIN ST
CT 06480-1858
(41.573474, -72.640288)",227 MAIN ST,PORTLAND,CT,06480-1858,186771
CVS PHARMACY #1897,(203) 426-2595,PCY.0001625,"6 QUEEN ST
CT 06470-2146
(41.413198, -73.303177)",6 QUEEN ST,NEWTOWN,CT,06470-2146,182374
CVS PHARMACY #1044,(203) 732-4495,PCY.0001132,"656 NEW HAVEN AVE
CT 06418-2528
(41.311391, -73.052964)",656 NEW HAVEN AVE,DERBY,CT,06418-2528,246060
BIG Y PHARMACY #73,(860) 896-0264,PCY.0002041,"135 WEST ROAD
CT 06029
(41.888295, -72.463741)",135 WEST ROAD,ELLINGTON,CT,06029,431881
WALGREENS #07602,(203) 268-1216,PCY.0001874,"275 MONROE TPKE
CT 06468-2246
(41.30351, -73.223179)",275 MONROE TPKE,MONROE,CT,06468-2246,369191
RITE AID  #922,(860) 274-9191,PCY.0001076,"1271 MAIN ST
CT 06795-3107
(41.591187, -73.106599)",1271 MAIN ST,WATERTOWN,CT,06795-3107,38000
WALGREENS #07145,(203) 226-8452,PCY.0001844,"880 POST RD E
CT 06880-5223
(41.13791, -73.336129)",880 POST RD E,WESTPORT,CT,06880-5223,349943
RITE AID #4620,(203) 879-5853,PCY.0001618,"744 WOLCOTT RD
CT 06716-1906
(41.602644, -72.9866)",744 WOLCOTT RD,WOLCOTT,CT,06716-1906,50409
CVS PHARMACY #333,(860) 521-5844,PCY.0001127,"976 1 2-978 FARMINGTON AVE
CT 06107-2102
(41.761378, -72.743915)",976 1/2-978 FARMINGTON AVE,WEST HARTFORD,CT,06107-2102,38016
WALGREENS #05723,(203) 334-6978,PCY.0001418,"960 NORTH AVE
CT 06606-5750
(41.191272, -73.197473)",960 NORTH AVE,BRIDGEPORT,CT,06606-5750,38883
CONNECTICUT PHARMACY MEDICAL SUPPLY,(203) 939-1790,PCY.0000434,"664 MAIN AVE
CT 06851-1162
(41.160128, -73.41904)",664 MAIN AVE UNIT B101,NORWALK,CT,06851-1162,37319
RITE AID  #1427,(860) 582-3491,PCY.0001231,"430 N MAIN ST
STE A, CT 06010-4117
(41.680146, -72.947189)",430 N MAIN ST STE A,BRISTOL,CT,06010-4117,38240
CVS PHARMACY #1097,(860) 482-8298,PCY.0001156,"661 MAIN ST
CT 06790-3602
(41.813884, -73.121467)",661 MAIN ST,TORRINGTON,CT,06790-3602,38210
MEDICINE SHOPPE (THE),(860) 442-0669,PCY.0001118,"613 BROAD STREET
CT 06320
(41.366433, -72.122854)",613 BROAD STREET,NEW LONDON,CT,06320,246038
WALGREENS #07584,(203) 932-9311,PCY.0001313,"394 CAMPBELL AVE
CT 06516-5012
(41.269091, -72.948734)",394 CAMPBELL AVE,WEST HAVEN,CT,06516-5012,38463
ENGLISH APOTHECARY,203-792-3363,PCY.0002208,"140 GREENWOOD AVE
CT 06801-2530
(41.371152, -73.412265)",140 GREENWOOD AVE,BETHEL,CT,06801-2530,986516
STOP & SHOP PHARMACY #642,(860) 583-9213,PCY.0001676,"747 PINE ST
CT 06010-6959
(41.668883, -72.895564)",747 PINE ST,BRISTOL,CT,06010-6959,157733
CVS PHARMACY #10605,(860) 684-0015,PCY.0002305,"37 W MAIN ST
CT 06076-1459
(41.954993, -72.310039)",37 W MAIN ST,STAFFORD SPRINGS,CT,06076-1459,1255563
STOP & SHOP PHARMACY #657,(860) 274-7461,PCY.0001794,"763 STRAITS TPKE
CT 06795-3318
(41.571804, -73.099191)",763 STRAITS TPKE,WATERTOWN,CT,06795-3318,289907
BIG Y PHARMACY #87,(203) 484-9530,PCY.0002102,"1289 FOXON RD
CT 06471-1289
(41.3269, -72.78001)",1289 FOXON RD,NORTH BRANFORD,CT,06471-1289,488181
CVS/PHARMACY #17137,(203) 306-5064,PCY.0002035,"1191 BOSTON POST RD
CT 06460-2763
(41.235868, -73.039575)",1191 BOSTON POST RD,MILFORD,CT,06460-2763,428243
RITE AID  #1033,(203) 865-3179,PCY.0000931,"85 MIDDLETOWN AVE
CT 06473-3927
(41.340326, -72.863302)",85 MIDDLETOWN AVE,NORTH HAVEN,CT,06473-3927,37773
WALGREENS #10203,(860) 585-7426,PCY.0002089,"25 MAIN ST
CT 06010-6528
(41.668617, -72.943208)",25 MAIN ST,BRISTOL,CT,06010-6528,467093
RITE AID #6708,(203) 492-0090,PCY.0002325,"249 LEGION AVE
CT 06519-5508
(41.306042, -72.942405)",249 LEGION AVE,NEW HAVEN,CT,06519-5508,1320894
RITE AID  #10342,(860) 829-0740,PCY.0001687,"900 FARMINGTON AVE
CT 06037-2219
(41.633655, -72.764421)",900 FARMINGTON AVE,KENSINGTON,CT,06037-2219,200352
WALGREENS #06968,(203) 798-7753,PCY.0001238,"101 FEDERAL RD
CT 06811-4019
(41.429371, -73.416516)",101 FEDERAL RD,DANBURY,CT,06811-4019,38242
CVS PHARMACY #1183,(860) 244-9424,PCY.0001450,"777 MAIN ST
CT 06103-2308
(41.765961, -72.673301)",777 MAIN ST,HARTFORD,CT,06103-2308,38900
RITE AID  #10386,(203) 259-2353,PCY.0001413,"1619 POST RD
CT 06824-5910
(41.141035, -73.260217)",1619 POST RD,FAIRFIELD,CT,06824-5910,38879
RITE AID  #1839,203-933-5260,PCY.0001666,"70 ELM ST
CT 06516-3810
(41.278964, -72.942101)",70 ELM ST,WEST HAVEN,CT,06516-3810,194050
RITE AID  #10341,(860) 824-5481,PCY.0001677,"76 MAIN ST
CT 06018-2460
(42.026683, -73.329119)",76 MAIN ST,CANAAN,CT,06018-2460,159990
RITE AID  #3619,(203) 382-0009,PCY.0001540,"1060 E MAIN ST
CT 06608-1915
(41.189227, -73.180694)",1060 E MAIN ST,BRIDGEPORT,CT,06608-1915,3451
WALGREENS #07814,(860) 664-4691,PCY.0001891,"218 E MAIN ST
CT 06413-2230
(41.272784, -72.507048)",218 E MAIN ST,CLINTON,CT,06413-2230,377850
CVS PHARMACY #7856,(203) 299-5486,PCY.0002278,"281 CONNECTICUT AVE
CT 06854-1938
(41.102884, -73.435001)",281 CONNECTICUT AVE,NORWALK,CT,06854-1938,1179472
STOP & SHOP #638,(203) 265-6400,PCY.0001358,"930 N COLONY RD
CT 06492-2471
(41.483709, -72.809836)",930 N COLONY RD,WALLINGFORD,CT,06492-2471,38661
STOP & SHOP PHARMACY #636,2032700827,PCY.0001394,"228 SOUTH MAIN STREET
CT 06470
(41.373447, -73.271551)",228 SOUTH MAIN STREET,NEWTOWN,CT,06470,38871
CVS PHARMACY #839,(860) 793-9248,PCY.0001276,"14 FARMINGTON AVE
CT 06062-1780
(41.675308, -72.857955)",14 FARMINGTON AVE,PLAINVILLE,CT,06062-1780,38443
WALGREENS #07750,(860) 231-7665,PCY.0002011,"940 QUAKER LN S
CT 06110-1458
(41.733266, -72.73117)",940 QUAKER LN S,WEST HARTFORD,CT,06110-1458,414142
BIG Y PHARMACY #31,(860) 774-7437,PCY.0001288,"70 WAUREGAN ROAD
CT 06239
(41.793324, -71.884946)",70 WAUREGAN ROAD,DANIELSON,CT,06239,38447
CVS/PHARMACY #16872,(203) 448-1030,PCY.0001897,"21 BROAD ST
CT 06901-2309
(41.055491, -73.541493)",21 BROAD ST,STAMFORD,CT,06901-2309,381727
STOP & SHOP PHARMACY #620,(203) 261-3691,PCY.0001679,"100 QUALITY ST
CT 06611-3143
(41.256075, -73.215736)",100 QUALITY ST,TRUMBULL,CT,06611-3143,154960
BEACON PRESCRIPTIONS #3,(860) 589-5587,PCY.0001016,"25 COLLINS RD
CT 06010-3893
(41.694697, -72.913212)",25 COLLINS RD,BRISTOL,CT,06010-3893,37800
RITE AID  #1790,(203) 573-0378,PCY.0001300,"141 MERIDEN RD
CT 06705-1937
(41.549546, -73.013906)",141 MERIDEN RD,WATERBURY,CT,06705-1937,247749
WALGREENS #07258,(203) 267-6718,PCY.0001922,"370 MAIN ST S
CT 06488-4200
(41.471839, -73.222831)",370 MAIN ST S,SOUTHBURY,CT,06488-4200,387327
CVS PHARMACY #16614,(860) 443-3171,PCY.0001760,"900 HARTFORD TPKE
CT 06385-4246
(41.380206, -72.151509)",900 HARTFORD TPKE,WATERFORD,CT,06385-4246,241812
CVS PHARMACY #865,(203) 235-8285,PCY.0001289,"839 E MAIN ST
CT 06450-6006
(41.528288, -72.775178)",839 E MAIN ST,MERIDEN,CT,06450-6006,38448
RITE AID  # 6599,(860) 276-8511,PCY.0002146,"500 QUEEN ST
CT 06489-1801
(41.630224, -72.873755)",500 QUEEN ST,SOUTHINGTON,CT,06489-1801,889150
HANCOCK PHARMACY VII,(203) 776-7100,PCY.0002174,"306 GRAND AVE
CT 06513-3730
(41.308702, -72.899542)",306 GRAND AVE,NEW HAVEN,CT,06513-3730,924540
CVS PHARMACY #1180,(860) 678-8605,PCY.0001378,"358 W MAIN ST
CT 06001-3643
(41.815107, -72.860747)",358 W MAIN ST,AVON,CT,06001-3643,38678
WALGREENS #07641,(860) 621-3729,PCY.0001901,"359 MAIN ST
CT 06489-4538
(41.593975, -72.88042)",359 MAIN ST,SOUTHINGTON,CT,06489-4538,382800
WALGREENS #06757,(203) 637-1496,PCY.0001838,"1333 E PUTNAM AVE
CT 06878-1529
(41.04323, -73.574359)",1333 E PUTNAM AVE,RIVERSIDE,CT,06878-1529,341003
CONNECTICUT PHARMACY OF MADISON,(203) 421-2132,PCY.0002300,"200 BOSTON POST RD
CT 06443-2144
(41.281137, -72.630588)",200 BOSTON POST RD STE 9,MADISON,CT,06443-2144,1239702
RITE AID  #576,(203) 265-3600,PCY.0001059,"605 N COLONY RD
CT 06492-3109
(41.469821, -72.816544)",605 N COLONY RD,WALLINGFORD,CT,06492-3109,37995
STOP & SHOP PHARMACY #634,(860) 232-8861,PCY.0001520,"150 NEW PARK AVE
CT 06106-2159
(41.752608, -72.709358)",150 NEW PARK AVE,HARTFORD,CT,06106-2159,39124
CVS PHARMACY #1241,(203) 877-8127,PCY.0001424,"734 BRIDGEPORT AVE
CT 06460-3169
(41.21049, -73.081858)",734 BRIDGEPORT AVE,MILFORD,CT,06460-3169,233450
RITE AID  #10352,(860) 447-0661,PCY.0001138,"280 BROAD ST
CT 06320-5227
(41.360986, -72.10962)",280 BROAD ST,NEW LONDON,CT,06320-5227,38022
WALGREENS #11605,(203) 924-7740,PCY.0001682,"73 CENTER ST
CT 06484-3243
(41.316127, -73.094015)",73 CENTER ST,SHELTON,CT,06484-3243,153281
WALGREENS #11533,(860) 781-7073,PCY.0002157,"1312 MANCHESTER RD
CT 06033-1824
(41.714154, -72.526503)",1312 MANCHESTER RD,GLASTONBURY,CT,06033-1824,910135
JEWETT CITY PHARMACY,(860) 376-4468,PCY.0000657,"78 MAIN ST
CT 06351-2226
(41.606495, -71.98157)",78 MAIN ST,JEWETT CITY,CT,06351-2226,37539
BIG Y PHARMACY #60,860-623-1407,PCY.0001788,"67 PROSPECT HILL RD
CT 06088-3605
(41.920966, -72.607889)",67 PROSPECT HILL RD,EAST WINDSOR,CT,06088-3605,285801
BUNKER HILL PHARMACY,(203) 574-7825,PCY.0000274,"256 BUNKER HILL AVE
CT 06708-2253
(41.569706, -73.064602)",256 BUNKER HILL AVE,WATERBURY,CT,06708-2253,37113
BIG Y  PHARMACY #56,(860) 354-5554,PCY.0002160,"1 KENT RD
CT 06776-3405
(41.575496, -73.41935)",1 KENT RD,NEW MILFORD,CT,06776-3405,911596
NORTH HAVEN PHARMACY,(203) 239-2086,PCY.0000702,"278 MAPLE AVE
CT 06473-3326
(41.370443, -72.852234)",278 MAPLE AVE,NORTH HAVEN,CT,06473-3326,37547
CONNECTICUT PHARMACY,(203) 518-1146,PCY.0002254,"664 MAIN AVE
CT 06851-1162
(41.160128, -73.41904)",664 MAIN AVE UNIT B102,NORWALK,CT,06851-1162,1132647
CVS PHARMACY #2388,(203) 591-3080,PCY.0001708,"2000 N MAIN ST
CT 06704-2364
(41.577665, -73.02747)",2000 N MAIN ST,WATERBURY,CT,06704-2364,213658
GREENWICH PHARMACY LLC,(203)6612721,PCY.0002186,"116 GREENWICH AVE
CT 06830-5504
(41.028979, -73.626347)",116 GREENWICH AVE,GREENWICH,CT,06830-5504,947070
KENT STATION PHARMACY,(860) 927-3725,PCY.0000279,"38 N MAIN ST
CT 06757-1511
(41.726992, -73.475366)",38 N MAIN ST,KENT,CT,06757-1511,244508
CVS PHARMACY #2839,(860) 848-3202,PCY.0002126,"2005 NORWICH NEW LONDON TPKE
CT 06382-1369
(41.479195, -72.099447)",2005 NORWICH NEW LONDON TPKE,UNCASVILLE,CT,06382-1369,516389
CVS PHARMACY #1148,(203) 272-3255,PCY.0000654,"905 S MAIN ST
CT 06410-3418
(41.480444, -72.905647)",905 S MAIN ST,CHESHIRE,CT,06410-3418,37538
CVS PHARMACY #785,(860) 487-2034,PCY.0001674,"632 MIDDLE TPKE
CT 06268-1308
(41.82739, -72.266837)",632 MIDDLE TPKE,STORRS MANSFIELD,CT,06268-1308,199501
WALGREENS #12120,(203) 468-9732,PCY.0002144,"157 MAIN ST
CT 06512-2525
(41.276122, -72.867428)",157 MAIN ST,EAST HAVEN,CT,06512-2525,536229
WALGREENS #02228,(860) 633-4186,PCY.0002112,"2900 MAIN ST
CT 06033-1027
(41.722422, -72.614764)",2900 MAIN ST,GLASTONBURY,CT,06033-1027,499977
BIG Y #59,(860) 489-0246,PCY.0002109,"504 WINSTED RD
CT 06790-2963
(41.826551, -73.11211)",504 WINSTED RD,TORRINGTON,CT,06790-2963,496778
CVS PHARMACY #1268,(860) 443-1244,PCY.0001489,"106 BOSTON POST RD
CT 06385-2426
(41.341993, -72.123903)",106 BOSTON POST RD,WATERFORD,CT,06385-2426,39107
STOP & SHOP PHARMACY #663,(203) 877-1912,PCY.0001622,"1360 E TOWN RD
CT 06460-3623
(41.235879, -73.031351)",1360 E TOWN RD,MILFORD,CT,06460-3623,45735
SHORELINE INTEGRATIVE PHARMACY LLC,(203) 451-8852,PCY.0002342,"1835 POST RD E
CT 06880-5666
(41.13829, -73.300124)",1835 POST RD E,WESTPORT,CT,06880-5666,1378169
CVS PHARMACY #1043,(860) 644-4241,PCY.0001372,"525 BUCKLAND RD
CT 06074-3746
(41.825518, -72.553067)",525 BUCKLAND RD,SOUTH WINDSOR,CT,06074-3746,223842
STOP & SHOP PHARMACY #689,860-645-8050,PCY.0001452,"286 BROAD ST
CT 06040-4049
(41.780205, -72.534561)",286 BROAD ST,MANCHESTER,CT,06040-4049,38901
WALGREENS #09612,(203) 225-0296,PCY.0002060,"700 BRIDGEPORT AVE
CT 06484-4734
(41.276547, -73.122473)",700 BRIDGEPORT AVE,SHELTON,CT,06484-4734,438884
BIG Y PHARMACY #82,203-791-9820,PCY.0002078,"81 STONY HILL RD
CT 06801-3038
(41.414084, -73.378497)",81 STONY HILL RD,BETHEL,CT,06801-3038,457835
"GENOA, A QOL HEALTHCARE COMPANY  LLC",(860) 457-4690,PCY.0002135,"1007 N MAIN ST
CT 06241-2170
(41.834753, -71.877388)",1007 N MAIN ST,DAYVILLE,CT,06241-2170,525060
CVS PHARMACY #2018,(203) 237-8984,PCY.0001670,"540 W MAIN ST
CT 06451-2710
(41.540629, -72.821707)",540 W MAIN ST,MERIDEN,CT,06451-2710,196911
CVS PHARMACY #5848,(860) 537-0711,PCY.0001817,"119 S MAIN ST
CT 06415-1456
(41.5724, -72.33166)",119 S MAIN ST,COLCHESTER,CT,06415-1456,319819
WALGREENS #09820,(203) 238-0910,PCY.0002106,"825 E MAIN ST
CT 06450-6064
(41.528713, -72.776223)",825 E MAIN ST,MERIDEN,CT,06450-6064,491226
CVS PHARMACY #7916,(860) 673-8006,PCY.0002036,"292 SPIELMAN HWY
CT 06013-1727
(41.770277, -72.970287)",292 SPIELMAN HWY,BURLINGTON,CT,06013-1727,428875
HOPMEADOW APOTHECARY,(860)651-3331,PCY.0001100,"1300 HOPMEADOW ST
CT 06070-1411
(41.901298, -72.786252)",1300 HOPMEADOW ST,SIMSBURY,CT,06070-1411,38004
THE WESTON CENTER PHARMACY,(203) 226-7800,PCY.0002098,"190 WESTON RD
CT 06883-2126
(41.202393, -73.381753)",190 WESTON RD,WESTON,CT,06883-2126,478003
BEACON PRESCRIPTIONS,(860) 738-2506,PCY.0001719,"294 MAIN ST
CT 06098-1688
(41.633124, -72.7696)",294 MAIN ST,WINSTED,CT,06098-1688,219174
CVS PHARMACY #2119,(860) 828-6584,PCY.0001683,"1055 FARMINGTON AVE
CT 06037-2244
(41.630839, -72.760044)",1055 FARMINGTON AVE,KENSINGTON,CT,06037-2244,149954
TOWNE APOTHECARY LLC,(203) 266-7801,PCY.0001133,"95 MAIN ST S
CT 06751-2004
(41.634565, -73.208822)",95 MAIN ST S,BETHLEHEM,CT,06751-2004,38018
RITE AID #6601,(860) 434-8111,PCY.0000342,"90 HALLS RD
CT 06371-4406
(41.323831, -72.33595)",90 HALLS RD,OLD LYME,CT,06371-4406,37125
CVS PHARMACY #5703,(860) 585-0122,PCY.0002221,"60 MIDDLE ST
CT 06010-5201
(41.667606, -72.922575)",60 MIDDLE ST,BRISTOL,CT,06010-5201,1030220
HANCOCK PHARMACY VI,(203) 734-8900,PCY.0002176,"95 WAKELEE AVE
CT 06401-1151
(41.338728, -73.090191)",95 WAKELEE AVE,ANSONIA,CT,06401-1151,924696
STOP & SHOP PHARMACY #692,(203) 468-1113,PCY.0001220,"370 HEMINGWAY AVE
CT 06512-3240
(41.278549, -72.867457)",370 HEMINGWAY AVE,EAST HAVEN,CT,06512-3240,38233
RITE AID  #4759,860-684-9555,PCY.0001639,"88 W STAFFORD RD
CT 06076-1067
(41.969365, -72.331534)",88 W STAFFORD RD,STAFFORD SPRINGS,CT,06076-1067,183156
CVS PHARMACY #811,(203) 389-4714,PCY.0001270,"1150 WHALLEY AVE
CT 06515-1790
(41.32911, -72.968379)",1150 WHALLEY AVE,NEW HAVEN,CT,06515-1790,246433
WALGREENS #12338,(860) 704-0135,PCY.0002173,"311 E MAIN ST
CT 06457-4556
(41.54844, -72.639427)",311 E MAIN ST,MIDDLETOWN,CT,06457-4556,924322
CVS PHARMACY #2896,(860) 344-1320,PCY.0002128,"675 WASHINGTON ST
CT 06457-2901
(41.554746, -72.674299)",675 WASHINGTON ST,MIDDLETOWN,CT,06457-2901,517666
CVS PHARMACY #1102,(860) 243-8351,PCY.0001024,"341 COTTAGE GROVE RD
CT 06002-3148
(41.817647, -72.713758)",341 COTTAGE GROVE RD,BLOOMFIELD,CT,06002-3148,37984
SERAFINO'S PHARMCY INC,(860) 628-7979,PCY.0000495,"36 N MAIN ST
CT 06489-2517
(41.602613, -72.878257)",36 N MAIN ST,SOUTHINGTON,CT,06489-2517,37335
CVS PHARMACY #185,(203) 888-9068,PCY.0001103,"215 WEST ST
CT 06483-2640
(41.397421, -73.086471)",215 WEST ST,SEYMOUR,CT,06483-2640,234685
CVS PHARMACY #696,(203) 775-9593,PCY.0001210,"14 CANDLEWOOD LAKE RD
CT 06804-2529
(41.434338, -73.411712)",14 CANDLEWOOD LAKE RD,BROOKFIELD,CT,06804-2529,38227
WALGREENS #07086,(860) 793-9356,PCY.0001811,"5 FARMINGTON AVE
CT 06062-1726
(41.674894, -72.858157)",5 FARMINGTON AVE,PLAINVILLE,CT,06062-1726,314837
CVS PHARMACY #1080,(860) 443-5359,PCY.0001359,"817 BANK ST
CT 06320-3503
(41.348511, -72.107433)",817 BANK ST,NEW LONDON,CT,06320-3503,38662
CVS PHARMACY #1903,(860) 243-1704,PCY.0001499,"799 824 PARK AVE
CT 06002-2417
(41.837096, -72.687562)",799-824 PARK AVE,BLOOMFIELD,CT,06002-2417,39111
RITE AID  #744,(860) 437-8880,PCY.0000942,"75 BOSTON POST RD
CT 06385-2423
(41.341727, -72.120052)",75 BOSTON POST RD,WATERFORD,CT,06385-2423,37778
BRIDGEPORT PHARMACY,(203) 367-9000,PCY.0002115,"978 E MAIN ST
CT 06608-1913
(41.187985, -73.18076)",978 E MAIN ST,BRIDGEPORT,CT,06608-1913,501289
CVS PHARMACY #854,(203) 847-6057,PCY.0001283,"327 MAIN AVE
CT 06851-6156
(41.13677, -73.424916)",327 MAIN AVE,NORWALK,CT,06851-6156,38444
WALGREENS #12058,(860) 774-0490,PCY.0002150,"1093 N MAIN ST
CT 06241-2124
(41.840903, -71.876621)",1093 N MAIN ST,DAYVILLE,CT,06241-2124,890582
BIG Y PHARMACY #45,(860) 645-7140,PCY.0001839,"234 TOLLAND TPKE
CT 06042-1744
(41.811053, -72.515043)",234 TOLLAND TPKE,MANCHESTER,CT,06042-1744,342845
RITE AID  #10343,(860) 224-7798,PCY.0001731,"1350 STANLEY ST
CT 06053-3224
(41.683953, -72.76754)",1350 STANLEY ST,NEW BRITAIN,CT,06053-3224,223000
RITE AID  #10340,(860) 242-5551,PCY.0000066,"835 PARK AVE
CT 06002-2469
(41.829991, -72.735154)",835 PARK AVE,BLOOMFIELD,CT,06002-2469,36890
CHAPEL STREET PHARMACY,(203) 522-1893,PCY.0002262,"1245 CHAPEL ST
CT 06511-4611
(41.309443, -72.936081)",1245 CHAPEL ST,NEW HAVEN,CT,06511-4611,1154425
STAMFORD RX INC,(203) 883-8484,PCY.0002198,"1055 HIGH RIDGE RD
CT 06905-1121
(41.108562, -73.547451)",1055 HIGH RIDGE RD,STAMFORD,CT,06905-1121,980174
WALGREENS #09071,(203) 239-4428,PCY.0001396,"49 WASHINGTON AVE
CT 06473-1704
(41.391222, -72.859454)",49 WASHINGTON AVE,NORTH HAVEN,CT,06473-1704,38872
ARROW PRESCRIPTION CENTER #11,8605245304,PCY.0001698,"500 ALBANY AVENUE
CT 06120-2599
(41.777711, -72.684976)",500 ALBANY AVENUE,HARTFORD,CT,06120-2599,360481
